"WORD_ID","WORD","PART_OF_SPEECH","PRONUNCIATION","TRANSLATION","TRANSLATION_2","CATEGORIES","NOTE","ACKNOWLEDGEMENT","FOR_KIDS","AUDIO_TITLE","AUDIO_FILENAME","IMG_TITLE","IMG_FILENAME","IMG_SOURCE","RELATED_PHRASE","RELATED_PHRASE_TRANSLATION","RELATED_PHRASE_ACKNOWLEDGEMENT","RELATED_PHRASE_AUDIO_TITLE","RELATED_PHRASE_AUDIO_FILENAME","USERNAME","CONTRIBUTOR","DATE_CREATED","DATE_MODIFIED"
"8cb4fe1c-ff3c-4584-8645-997338950223","ma̱txaw","noun","ma/*txaw","muscle twitch - when your muscles are strained and you can see them quiver below your skin","","Body","","Dunn, Practical Dictionary entry: 1408.","1","Person saying: ma̱txaw","m-matxaw-twitchlikehalibut-vn-hb-2015.wav","Image depicting: ","GROOM_-_NERVOUS_1.jpg","Image from PAP v23, Bonus Graphics CD.","Luk'wil ts'üü na ma̱txaw 'yuuta awaan.","That man by you has a strong muscle twitch.","","","","admin","","2003-11-18T16:36:34Z","2022-07-05T00:47:14Z"
"9e93fb4a-bbaa-4b57-8d8e-f52ca7b7fb7d","g̱a̱nats'iks","noun","g̱a̱/*na/ts'iks","fish tails (pl.)","","","","","1","Person saying: g̱a̱nats'iks","ganats'iks-mb-kk-01.wav","","","","Sip'iyaantu na g̱a̱nats'iksa hoon.","I smoked the fish tails.","","Spoken example sentence with word: g̱a̱nats'iks","ganats'iks-mb-kk-01.wav","admin","","2003-11-18T19:47:38Z","2020-05-01T02:44:43Z"
"b0b11380-97ce-4748-bb2e-36a2130643cf","asdihaw","intransitive_verb","as/di/*haw","say something wrong; make a mistake in speaking","","Speech And Language","","","1","Person saying: asdihaw","asdihaw-mb-k-01.wav","","","","Gyidza asdihawi.","I almost said the wrong thing.","","Spoken example sentence with word: asdihaw","asdihaw-mb-k-01.wav","admin","","2003-10-19T12:06:11Z","2020-05-03T02:57:50Z"
"06c22798-0356-4082-a0ac-2c6e43320605","haxłm yets'a","noun","","ropes tied around objects (as when you are packing boxes to move them)","","","","","1","","","","","","Ada ła g̱awdit sadog̱a haxłm yets'a adat ḵ'a̱g̱it,","","Beynon m 125.1","","","admin","","2016-11-16T17:40:10Z","2018-11-24T21:37:51Z"
"2a61e7f2-e813-40f1-80aa-4dae5630ded4","aluul","transitive_verb","","cry for someone absent, lonesome for someone. Explained by speakers as like when someone leaves a room and a child cries for them","","","","","1","Person saying: aluul","637635230245876430aluul.wav","","","","Ada wilt k'uł aluul gyet a ts'm waalp","and he started in to cry and long for people in the house ","Beynon m 111.1","Spoken example sentence with word: aluul","637635230615315633A_LexExampleSentence.wav","admin","","2021-05-31T18:00:14Z","2021-07-12T17:25:46Z"
"6e6a1f52-e8fe-41d1-92d7-ab920acb3ef1","dexwa̱ntk","intransitive_verb","dex/*wa̱ntk","patient (used as an exhortation to try to be patient)","","","","","1","Person saying: dexwa̱ntk","deex_wantk-dr-hb-01.wav","","","","Dexwa̱ntgism! Ła dm g̱oydiksa wineeya.","You all be patient! Food will be here soon.","","Spoken example sentence with word: dexwa̱ntk","deex_wantk-dr-hb-01.wav","admin","","2002-11-11T17:20:01Z","2020-05-01T02:44:43Z"
"a48a07eb-968e-44ed-8d4d-9f5b76311209","laan","noun","laan","fish eggs; fish roe","","Body,Animals,Body Parts","","Dunn, Practical Dictionary entry: 1070.","1","Person saying: laan","637094413088956013laan.wav","","","","Dm ludadooyu laan dip dm g̱a̱nga̱ba ła̱'a̱sk.","I will preserve fish roe to eat with seaweed.","","Spoken example sentence with word: laan","laan-dl-hb-01.wav","admin","","2001-01-04T23:05:05Z","2020-05-03T02:45:25Z"
"ff4c823f-5607-4bcb-a5db-d8bddaf8e194","si'aam wuwaal","intransitive_verb","","while","","","","","1","","","","","","Si'aam wuwaaldit","They're still doing it.","Beynon m 17.1","","","admin","","2019-09-13T21:00:18Z","2022-05-13T20:27:44Z"
"4c2de660-e787-4fda-b652-253ecdfd5c18","'oy","intransitive_verb","'oy","throw","","Activities,Motion","","Dunn, Practical Dictionary entry: 1581.","1","Person saying: 'oy","636919066426185475'oy.wav","Image depicting: ","BOY_THROWING_FRISBEE_1.jpg","Image from PAP v23, Bonus Graphics CD.","ada wilt txa 'lii 'ooytga nag̱ats'aaw likagyigyetga g̱a̱l'üünx","and then some of the headmen threw the whole bentwood box on the fire","Beynon m 112.1","","","admin","","2001-01-04T23:19:52Z","2022-09-09T16:36:27Z"
"7b911bf8-468b-4490-bec4-61990dff8c08","'oy","transitive_verb","'oy","throw something","","Activities,Motion","","Dunn, Practical Dictionary entry: 1581.","1","Person saying: 'oy","636919066426185475'oy.wav","Image depicting: ","BABY_THROWING_BOTTLE.jpg","Image from PAP v23, Bonus Graphics CD.","Gyiloom dza ooył łaatm mooks.","Don't throw snow balls.","","Spoken example sentence with word: 'oy","637983382099271173A_LexExampleSentence.wav","admin","","2001-01-04T23:19:52Z","2022-09-09T16:36:27Z"
"349426c8-1efc-4ed2-8e1b-029ed64ae494","g̱aag̱mts'ma̱ks","noun","*g̱aa/g̱m/ts'm/*aks","black bass","","Fish,Animals","","","1","Person saying: g̱aag̱mts'ma̱ks","gaagmts'maks-mb-kk-01.wav","","","","Di ga̱psii g̱aag̱mts'maks?","Are black bass eaten?","","Spoken example sentence with word: g̱aag̱mts'ma̱ks","gaagmts'maks-mb-kk-01.wav","admin","","2003-10-31T16:15:14Z","2020-05-03T02:37:27Z"
"397fb43f-ff54-41c0-93a2-220d4f0efc38","mi'is","intransitive_verb","","breastfeed, nurse, suckle","","","","","1","Person saying: mi'is","637880712799997967mi'is.wav","","","","Yagwa mi'isa łguwoomłk.","The baby is breastfeeding.","","Spoken example sentence with word: mi'is","637880712946759041A_LexExampleSentence.wav","admin","","2003-11-17T04:38:07Z","2022-07-01T20:11:17Z"
"555e8d7a-fac7-4e82-ad9f-391be2eed3fd","ga̱ks","","ga̱ks","jump (of fish)","","","","Dunn, Practical Dictionary entry: 342. Dunn, Practical Dictionary entry: 1173.","1","Person saying: ga̱ks","gaksk-dl-hb-00.wav","","","","Ga̱ksa hoon. Ayoo!!!","A fish is jumping. Yahoo!!!","","","","admin","","2015-04-17T16:20:35Z","2021-07-26T03:13:33Z"
"49513ff5-b493-43a5-bd03-b542b536c16a","naasik","noun","*naa/sik","raspberries (Kitkatla dialect)","Kitkatla: dialect.","Plants,Food,Food Plants,Shrubs","","Dunn, Practical Dictionary entry: 1472.","1","","","Image depicting: ","rubus_idaeus.jpg","Photograph courtesy of Nancy Turner.","Heelda naasik da 'awaa Spaksuut.","There are a lot of raspberries near Port Essington.","","","","admin","","2001-01-04T23:16:00Z","2020-05-04T20:13:16Z"
"cff3abfe-9823-453f-b47c-2bcda0bb9f70","ndemn","interjection","n/*demn","don't","","Speech And Language","","","1","","","","","","Ndemn, gyiloo mi suwa̱nooyu.","Stop it, don't bother me. (not recognized by all speakers - may be a dialect form)","","","","admin","","2001-01-04T23:17:15Z","2020-05-03T02:57:50Z"
"e8e0662a-c72c-43ef-a868-dd2f64dd8d2e","gyiimk","transitive_verb","gyiimk","wipe","","Activities","","Dunn, Practical Dictionary entry: 594. Dunn, Practical Dictionary entry: 1693.","1","","","Image depicting: ","Unit_3-_action-_to_dry_dishes.jpg","Image courtesy of Aboriginal Ed, SD 52","Mangyiimgn aks da la̱x ha'liwaalxs.","Wipe the water up off the floor.","","","","admin","","2001-01-04T22:53:16Z","2021-08-10T02:27:04Z"
"974b7096-b123-43cf-a012-00a30a0ca639","'awa̱n","intransitive_verb","","stay up (pl.) (includes the cultural practice of several people sitting watch by the coffin before a funeral)","","","","","1","Person saying: 'awa̱n","636919103920754023'awa̱n.wav","","","","G̱al'naga 'awa̱nt ła hup'l.","They stayed up too late at night.","Fumiko S 16.1","Spoken example sentence with word: 'awa̱n","637983393510517701A_LexExampleSentence.wav","admin","","2012-09-03T19:11:49Z","2022-09-09T16:55:28Z"
"7b79de21-d270-4954-9ac5-de0af931efe3","txa̱l'a̱xk","intransitive_verb","","belonging, when you fit in with someone","","","","","1","","","","","","Txa̱l'axga naks Ellen.","Ellen’s husband fits in.","","","","admin","","2015-04-15T17:39:04Z","2022-05-10T22:21:01Z"
"6c9bf120-99f0-4691-981a-96f7dae9f89e","txa̱l'a̱xk","intransitive_verb","","reach a place","","","","","1","","","","","","Txa̱l'axga boot a la̱x woop.","The boat made it to the wharf.","","","","admin","","2015-04-15T17:39:04Z","2022-05-10T22:21:01Z"
"d7e0f6fe-2eed-41ea-8da5-e5282026525f","geeka","noun","*gyee/ka","south, down south","","","","Dunn, Practical Dictionary entry: 569.","1","Person saying: geeka","gyeeka-tl-hb-01.wav","","","","Heelda didoo a geeka.","There are many southern people down south.","","Spoken example sentence with word: geeka","gyeeka-tl-hb-01.wav","admin","","2001-01-04T22:52:54Z","2022-05-18T17:49:40Z"
"6a4b81f5-b8cd-4ee5-91a9-63752869240f","geeka","noun","*gyee/ka","below; down on the beach (Hartley Bay dialect)","","Nature/Environment,States,Place/Location","","Dunn, Practical Dictionary entry: 569.","1","Person saying: geeka","gyeeka-tl-hb-01.wav","","","","Ła ts'iika xsoo da hał gyeeka.","The canoe is dried up on the beach.","Fumiko S 111.1","","","admin","","2001-01-04T22:52:54Z","2022-05-18T17:49:40Z"
"f3e48d39-1c7f-4bcc-a2c3-b298641f53f4","geeka","noun","*gyee/ka","lower","","","","Dunn, Practical Dictionary entry: 569.","1","Person saying: geeka","gyeeka-tl-hb-01.wav","","","","Ada k'wilii stitches da 'nageeka aaxt, ada gup'lt da 'nalaxa.","And he got three stitches on his bottom lip and two on his upper lip.","Fumiko S 11.1","","","admin","","2001-01-04T22:52:54Z","2022-05-18T17:49:40Z"
"9ae912f4-4e5a-499f-a847-45d7038870f1","liksgyeda la g̱oot","intransitive_verb","","change one’s mind","","","","","1","","","","","","da wudisgatga wil liksgyeda la g̱ootsga 'wii xaat.","then his big slave gradually changed his mind.","HB 03 Vi 56.1","","","admin","","2014-01-07T21:51:23Z","2018-11-24T21:37:51Z"
"30351bc5-6304-47b0-aaa1-988c56106488","la̱xmoon","noun","la̱x/*moon","on the sea, seacoast","","Landscape,Nature/Environment","","","1","Person saying: la̱xmoon","637094510679176574la̱xmoon.wav","","","","La̱x moon di wil dzog̱a Gitxaała.","The Kitkatla people live on the sea.","","","","admin","","2003-11-12T06:49:44Z","2022-07-26T04:31:51Z"
"9bd27997-9446-41e2-a419-6690499de379","xs'muu","intransitive_verb","","groan, moan","","","","","1","","","","","","Ada xs'muu łguwaalksigm hana̱'a̱x.","and the princess was groaning. ","Boas 025 377.1","","","admin","","2018-05-18T22:23:09Z","2022-06-08T17:15:12Z"
"c04048c5-8601-44e8-91b8-90d0e53c6920","'lii dist'uus","transitive_verb","'lii/dis/*t'uus","push on (pl.), turn on (pl.)","","","","","1","Person saying: 'lii dist'uus","'liidist'uus-em-hb-02.wav","","","","","","","","","admin","","2003-11-15T17:03:30Z","2022-09-14T16:40:02Z"
"c074c22d-9171-483b-8a1a-7d5cdffb4719","'lii dist'uus","transitive_verb","'lii/dis/*t'uus","turn on (pl.)","","","","","1","Person saying: 'lii dist'uus","'liidist'uus-em-hb-02.wav","Image depicting: ","TURNING_ON_STOVE_1.jpg","Image from PAP v23, Bonus Graphics CD.","Darlene, 'lii dist'uusa stuub.","Darlene, turn on the stove.","","Spoken example sentence with word: 'lii dist'uus","'liidist'uus-em-hb-02.wav","admin","","2003-11-15T17:03:30Z","2022-09-14T16:40:02Z"
"add4df1f-ec28-4d37-91d0-d2b28d5ac95f","sgyedm ḵ'a̱lmoos","noun","*sgyed/m/ḵ'a̱l/*moos","spider crab","","Animals,Shellfish","","","1","","","Image depicting: ","SPIDER_CRAB.jpg","Image from PAP v23, Bonus Graphics CD1. ","Akandi wilaay goo 'nahaw gyet a sgyedm ḵ'a̱lmoos.","I don't know what people mean by spidercrab.","","","","admin","","2003-11-22T17:59:05Z","2020-05-03T02:41:05Z"
"5dbb6b70-0662-4274-9e2d-2f427bcfa87a","'wii xba̱xt","noun","'wii/*xba̱xt","breaker; breaking wave","","Landscape,Nature/Environment","","","1","Person saying: 'wii xba̱xt","'wii_xbaxt-dl-hb-03.wav","Image depicting: ","The_Four_Seasons_051.jpg","Image from PAP v23, Supplementary Graphics CD.","Ła dzog̱mg̱oydiksa 'wii xba̱xt.","There is a breaker coming ashore.","","Spoken example sentence with word: 'wii xba̱xt","'wii_xbaxt-dl-hb-03.wav","admin","","2003-11-30T17:30:29Z","2020-05-03T02:14:22Z"
"de3135e5-4dd7-4ee1-af3d-0f2bcfa72fae","tgi 'neeł","intransitive_verb","","be let down","","","","","1","","","","","","Hagwil tgi 'neeła xsoo.","The canoe slid down slowly.","Ellen Mason, Txałgiiw","Spoken example sentence with word: tgi 'neeł","636862831149515403A_LexExampleSentence.wav","admin","","2013-09-29T18:50:28Z","2022-04-03T17:15:42Z"
"6f4c0adb-2640-4864-aa52-da78a165fab5","side'wah","noun","","what you tie up a boat with ","","","","","1","","","","","","Si 'wii'naga na side'wah boodn.","Make your tie-up line longer.","","","","admin","","2019-05-24T21:09:19Z","2022-06-22T18:42:39Z"
"9101c7ff-bd5e-48da-b797-4f95922539a5","g̱a̱nlumaaksa̱","noun","g̱a̱n/lu/*maa/ksa̱","washboard; washing machine","","Clothing","","","1","Person saying: g̱a̱nlumaaksa̱","ganlumaaksa-mb-kk-01.wav","Image depicting: ","WASHBASIN_&_WASHBOARD.jpg","Image from PAP v23, Bonus Graphics CD.","Ła 'nakda, g̱a̱nlumaaksa̱ di hooym wil luhayaaksm.","Long ago, we used a wooden washboard to do our washing.","","Spoken example sentence with word: g̱a̱nlumaaksa̱","ganlumaaksa-mb-kk-01.wav","admin","","2003-10-30T16:29:45Z","2020-05-04T19:46:15Z"
"e54da198-a08a-49e4-9d32-b39519c0d22e","ma̱'awlk","noun","ma'awlk","anchor line (originally a rope made of cedarbark)","","","","Dunn, Practical Dictionary entry: 1367.","1","Person saying: ma̱'awlk","ma'awlk-vn-hb-01.wav","","","","Sgüüdm 'wii 'naga ma'awlk a la̱x boot.","Put a long anchor line on the boat.","","Spoken example sentence with word: ma̱'awlk","ma'awlk-vn-hb-01.wav","admin","","2001-01-04T23:12:14Z","2022-07-05T01:34:40Z"
"8a633a4e-659c-4dd2-928c-14a975264919","liheediks","intransitive_verb","la̱/*hee/diks","swim (pl.)","","","","Dunn, Practical Dictionary entry: 666.  Dunn, Practical Dictionary entry: 1086. Dunn, Practical Dictionary entry: 1089.","1","Person saying: liheediks","laheediks-dl-hb-01.wav","Image depicting: ","People_-_General_318.jpg","Image from PAP v23, Supplementary Graphics CD.","Ap luk'wil heelda k'abatgüüłga laheediksidit daawł.","Lots of children were swimming a while ago.","","Spoken example sentence with word: liheediks","laheediks-dl-hb-01.wav","admin","","2003-10-31T07:34:18Z","2022-09-23T21:30:58Z"
"d903c553-7fda-4b0f-87d7-d490da94a318","gwiniits'n","transitive_verb","gwi/*niits'/n","show something","","Thinking/Feeling","","Dunn, Practical Dictionary entry: 516.  Dunn, Practical Dictionary entry: 548.","1","Person saying: gwiniits'n","gwini'itsnL_a_k'oy-db-kk-06.wav","Image depicting: ","SHOWING_CATCH_3.jpg","Image from PAP v23, Bonus Graphics CD.","adat man gwiniits'nt gisga laxa asga hawtga,","and showed it up to the sky, saying","Beynon m 109.1","","","admin","","2005-05-13T20:42:01Z","2021-08-06T03:28:43Z"
"b124cb93-6466-45ba-82d4-1272609c7834","ak'aytk","transitive_verb","ak/*'aytk","call by name (pl.; pronounce (pl.); put on names (pl.)","","","","Dunn, Practical Dictionary entry 122; cont.","1","Person saying: ak'aytk","637613669968883387ak'aytk.wav","","","","ak'aytk","put on names","Violet Robinson, Txałgiiw","Spoken example sentence with word: ak'aytk","ak’aytk-call_by_name-vn-hb-2014.wav","admin","","2009-05-21T19:04:09Z","2021-08-15T19:05:33Z"
"3baa6016-f0e9-4106-bf59-1d246061fdfa","g̱a̱xba̱ a̱laskw","intransitive_verb","*g̱a̱x/ba̱/'a/*laskw","sometimes weak","","Body,Time,States","","Dunn, Practical Dictionary entry: 440.","1","","","","","","","","","","","admin","","2003-10-31T14:20:33Z","2020-05-04T20:25:34Z"
"fdf99a8f-a801-4b1b-aced-d9a671430983","lleex","intransitive_verb","","dispute, be troubled by something","","","","","1","","","","","","ada wil lleeg̱a Nisg̱a'a.","and then the Nisg̱a’a were troubled","Beynon m 48.1","","","admin","","2014-10-28T21:20:31Z","2018-11-24T21:37:51Z"
"c7d6f93d-d5ea-4c87-a8ad-4a70767d2037","ts'its'amti","noun","ts'i/*ts'am/ti","thunderbird","","","","Dunn, Practical Dictionary entry: 1921.","1","Person saying: ts'its'amti","ts'its'amti-dl-hb-01.wav","","","","Akadi naał int nii ts'its'amti.","Nobody has seen a thunderbird.","","","","admin","","2003-11-29T03:51:00Z","2022-05-18T16:32:20Z"
"76b0fde0-3d7a-4743-a008-5e235b513194","sg̱a̱n sa̱xsaasa̱x","noun","*sg̱a̱n/sa̱x/saa/*sa̱x","thornbush tree","","Plants,Food Plants,Shrubs","","Dunn, Practical Dictionary entry: 1637.  Dunn, Practical Dictionary entry: 1676.","1","","","","","","Heelda sg̱a̱n sa̱xsaasa̱x a spa̱g̱ayt g̱a̱ng̱a̱n.","There are many thornbushes in the forest.","","","","admin","","2003-11-22T19:38:16Z","2020-05-03T02:27:26Z"
"d8a96917-5b99-45df-80e2-8e4341c4977e","sa̱xslooygm gyet","noun","*sa̱xs/sa/*looy/gm/*gyet","bus","","Activities,Motion,Transportation,Making Cultural Objects","","","1","Person saying: sa̱xslooygm gyet","saxs_salooygm_gyet-dl-hb-01.wav","Image depicting: ","BUS.jpg","Image from PAP v23, Bonus Graphics CD.","Sa̱xslooygm gyet dm wil 'yag̱amoxgu dm hii g̱alm waat'nu.","I'm taking the bus to go shopping.","","Spoken example sentence with word: sa̱xslooygm gyet","saxs_salooygm_gyet-dl-hb-01.wav","admin","","2003-11-22T15:32:37Z","2020-05-04T20:19:05Z"
"7d6e5b69-03c6-4c2c-a9c6-25dc816cff51","sa̱xslooygm gyet","noun","*sa̱xs/sa/*looy/gm/*gyet","ferry","","","","","1","Person saying: sa̱xslooygm gyet","saxs_salooygm_gyet-dl-hb-01.wav","","","","Hiduu ła dm gyoo dm di sa̱xslooygm gyet.","It sounds like we will be getting our ferry.","","","","admin","","2003-11-22T15:32:37Z","2020-05-04T20:19:05Z"
"c3b7f199-3145-46be-9c74-60672588ef83","kts'a̱ltk","transitive_verb","","face towards","","","","","1","","","","","","Dat kts'altgisga g̱a̱lts'apga,","his face toward the village","Beynon m 140.1","","","admin","","2021-04-23T18:57:15Z","2022-10-07T21:57:01Z"
"c62f6570-7c77-453c-b995-9e429b8ad327","wa̱p 'nłut'iks","noun","*wa̱p/'n/*łuu/t'iks","museum","","Buildings","","","1","Person saying: wa̱p 'nłut'iks","wap_'nluudisk-dl-hb-03.wav","Image depicting: ","MUSEUM1.jpg","Image from PAP v23, Bonus Graphics CD.","'Wiileeksa wa̱p 'nłut'iks da Kxeen.","Prince Rupert has a big museum.","","Spoken example sentence with word: wa̱p 'nłut'iks","wap_'nluudisk-dl-hb-03.wav","admin","","2003-11-29T08:30:47Z","2021-08-16T18:26:39Z"
"09fe7896-a3b3-4fde-af8a-93d856240a24","dił","conjunction","dił","and; with (also rarely joins two words or phrases where the second one is a common noun); also seems to sometimes join two verbs - e.g. moksk dił masga gwida'ats Alik below.","","Conjunctions,Speech And Language","","","1","Person saying: dił","dil-dr-hb-01.wav","","","","Ḵ'odzu sa'winsk dił ha'liplee.","I cut the paper and the tablecloth [at the same time].","","Spoken example sentence with word: dił","d-diL-dr-hb-01.wav","admin","","2001-01-04T22:51:11Z","2020-05-04T20:15:45Z"
"13514519-087f-4d26-b591-707578aa1421","gyiwila̱xłk","intransitive_verb","gyi/wil/*a̱xłk","get by; get past","","Activities,Motion","","","1","Person saying: gyiwila̱xłk","gyiwulaxlk-ab-ps-01.wav","","","","Ḵ'am ḵ'a gyiwil a̱xłga'nu.","I just made it by.","","","","admin","","2003-10-26T03:12:41Z","2020-05-04T20:19:05Z"
"9b6f1800-8798-439f-a894-b965711efa4b","'wahsaal","transitive_verb","'wah/*saal","handle roughly","","Activities,Motion,States","","Dunn, Practical Dictionary entry: 2034.","1","Person saying: 'wahsaal","'wahsaal-dl-hb-03.wav","","","","Gyiloom 'wahsaal kłgüün.","Don't handle your children roughly.","","Spoken example sentence with word: 'wahsaal","'wahsaal-dl-hb-03.wav","admin","","2003-12-01T04:51:19Z","2020-05-04T20:21:22Z"
"6de25a0f-e988-40fa-9791-fad8f2c8da8d","'ya̱g̱a̱ hu'un","transitive_verb","","chase down","","","","","1","Person saying: 'ya̱g̱a̱ hu'un","637983508466617283'ya̱g̱a̱_hu'un.wav","","","","'Yag̱a hu'un k'abatgüüłk.","Chase down the children.","","Spoken example sentence with word: 'ya̱g̱a̱ hu'un","637983508655528787A_LexExampleSentence.wav","admin","","2019-05-20T18:45:41Z","2022-02-25T22:51:15Z"
"522703a1-5e9f-459e-8fdb-1bfb4a8f1fd7","txa̱laan","intransitive_verb","txa̱/*laan","behind; usage: Meaning, not the first and not necessarily the last; after","","Activities,Motion,Time","","Dunn, Practical Dictionary entry: 1889.","1","Person saying: txa̱laan","txalaan-dl-hb-01.wav","Image depicting: ","BABY_-_THE_END.jpg","Image from PAP v23, Bonus Graphics CD.","Adat luyaaka txalaansga awta.","And he followed behind porcupine.","","Spoken example sentence with word: txa̱laan","txalaan-dl-hb-01.wav","admin","","2003-11-24T04:11:22Z","2022-05-10T22:20:01Z"
"8fb51da0-019d-44bd-9e59-08b4d207d2f8","txa̱laan","intransitive_verb","txa̱/*laan","leave","","","","Dunn, Practical Dictionary entry: 1889.","1","Person saying: txa̱laan","txalaan-dl-hb-01.wav","","","","Ada al sm txalaansga 'yuuta da al gyik dzag̱a daawła sup'asm 'yuutaga","And as soon as the man left, then again the young man went across","Beynon m 36.1","","","admin","","2003-11-24T04:11:22Z","2022-05-10T22:20:01Z"
"3641f8ba-a057-450d-979f-76006f63619d","la̱x'aam","noun","","clearing","","","","","1","Person saying: la̱x'aam","637094535742031464la̱x'aam.wav","","","","ada sm ama g̱ayna yaakit ada ła ma̱n ax'axłgit a la̱x sg̱aniist a 'wii la̱x'aamga ada sm sg̱a haytga 'wii waalpga wudi 'wii sg̱a̱'niist.","and they were following a good trail and when they came up to the top of the mountains they came to a clear spot and saw a big house standing in the middle of what seemed like a big mountain.","Beynon m 48.1","","","admin","","2016-09-21T18:56:25Z","2022-07-27T02:19:32Z"
"f7238a56-c91f-4ee7-85c6-296ed907cc0b","'yag̱a la̱xsiiks","","","rockslide","","","","","1","Person saying: 'yag̱a la̱xsiiks","637983461147834909'yag̱a_la̱xsiiks.wav","","","","Sm hii dzog̱a axłga sup'asm sm'ooygit a gwa'a, a na duuba 'wii 'ya̱g̱a̱ la̱xsiiks","As soon as the young chief got across here, at the foot of a rockslide,","Beynon m 111.1","","","admin","","2019-11-25T20:26:36Z","2022-09-09T18:58:01Z"
